"","Name","Peak_E_over_Flu","E_P_Over_S_Err","t90","t90_err","Peak_E","Peak_E_Err","Fluence","Fluence_Err","Classification."
"1","101219686","7.31611233053324","6.06287579484708","1.70764680953905","0.249198357391113","1.91697636684308","0.663739831156916","-5.39913596369016","-7.31039815755896","collapsar"
"2","91127976","6.03115454116838","5.11418309515569","0.939569168655902","-0.243363891754152","1.34773289270955","0.43076144669686","-4.68342164845883","-7.43172785551041","collapsar"
"3","171010792","5.33755289006862","3.35307214065194","2.03046208587721","-0.0915149811213502","2.1388124974433","0.154331748026622","-3.19874039262532","-7.00645355646236","collapsar"
"4","180720598","6.32849665279202","4.71326956905846","1.68928221447305","-0.441291429466834","2.80348463375083","1.18825755001727","-3.52501201904119","-7.04451429411066","collapsar"
"5","130215063","6.6084825714345","5.98742850333376","2.15759576847751","1.11491108408189","1.87759839832962","1.25654433022888","-4.73088417310488","-6.48563822362943","collapsar"
"6","130427324","5.5251592670428","3.34491277787159","2.140640008285","0.510276844417355","2.9164473156381","0.736200826466887","-2.6087119514047","-5.9072793553159","collapsar"
"7","140606133","7.88125101340133","7.13175081685772","1.35762997195676","0.314709692955174","2.7616529737902","2.01215277724659","-5.11959803961113","-7.34950791664528","collapsar"
"8","90618353","5.74444059916569","4.08786401745859","2.0507122142452","0.0358298252528282","2.17330400746494","0.516727425757842","-3.57113659170074","-6.36760345255024","collapsar"
"9","120304248","8.11833862488686","6.93567990121043","0.730459260045769","-0.242603971206976","3.17657479382963","1.9939160701532","-4.94176383105723","-7.39013890701945","merger"
"10","150101641","8.72054010790674","8.30958635160259","-1.09691001300806","-0.0324520237811379","2.09728126292513","1.68632750662098","-6.6232588449816","-7.82128198089423","merger"
"11","160624477","9.46826095525403","9.09515228117719","-0.415668775632469","-0.392544976785331","3.061945681116","2.68883700703915","-6.40631527413803","-8.0725013183068","merger"
"12","120403857","11.1095468907184","11.881525996275","0.632254776684714","0.28668096935493","4.48910620163676","5.26108530719332","-6.62044068908167","-7.68913682572746","Unknown"
"13","120227725","6.76860260539679","5.65248437510316","1.24074887801809","-0.0915149811213502","2.11001734389862","0.993899113604991","-4.65858526149817","-6.98284140151218","Unknown"
"14","141205018","8.14696337358929","7.18644366590416","1.11581014140979","0.107209969647868","2.3519239877049","1.39140428001976","-5.7950393858844","-7.38439710201676","Unknown"
"15","180630467","7.41031266734494","6.35077658805547","1.08033782324757","0.270445908017963","1.8856932604883","0.826157181198829","-5.52461940685664","-7.48762249268707","Unknown"
"16","170116238","8.20825309013339","7.6487403672916","0.964542466079137","0.558708570533166","2.25867151737852","1.69915879453673","-5.94958157275487","-7.03633020349684","Unknown"
"17","91026550","8.54167306974908","8.07222117783925","0.952308009662125","0.13956426617585","2.68044928547843","2.2109973935686","-5.86122378427065","-7.14277005742893","Unknown"
"18","150312403","9.33170394490134","8.79699000488741","-0.494850021680094","-0.262012673666569","2.47839000054886","1.94367606053493","-6.85331394435247","-7.71622402128848","Unknown"
"19","110520302","8.44939110194014","7.79179081892275","1.08948120268744","1.0544598372394","2.46759212443643","1.80999184141904","-5.98179897750371","-7.29188516857825","Unknown"
"20","121216419","9.18283571746126","8.93497324207048","0.964542466079137","0.40823996531185","2.76833028677981","2.52046781138902","-6.41450543068146","-7.6064072498331","Unknown"
"21","101227195","7.82148805752497","7.14088017008185","1.97994879712054","0.214578953570499","2.35688345893058","1.67627557148746","-5.46460459859439","-7.04473087463706","Unknown"
"22","160326062","8.22855707970957","7.92158395728272","1.28905355759264","-0.140261433802853","2.49619806205548","2.18922493962864","-5.73235901765408","-7.44703991930565","Unknown"
"23","101116481","9.15744738407505","8.5275754867728","-0.239577516576788","-0.0861861476162833","2.64082069016408","2.01094879286182","-6.51662669391097","-7.19475068409217","Unknown"
"24","170130697","8.36982011492277","8.07552482903076","1.46514481664832","0.789228057267335","2.49013075755924","2.19583547166723","-5.87968935736354","-7.32516640524031","Unknown"
"25","110205027","8.92608863468336","8.47461834317162","0.730459260045769","0.51560894923448","2.58059245925041","2.12912216773867","-6.34549617543295","-7.19124228190469","Unknown"
"26","110825265","7.77291892902933","7.01778412185693","1.68239781457553","0.174059807725025","2.0933144992658","1.3381796920934","-5.67960442976353","-7.61350103444935","Unknown"
"27","160919613","7.13255434191974","6.04796687926914","1.7956367443114","0.564073978977147","1.87498094043809","0.790393477787485","-5.25757340148165","-7.26393831240688","Unknown"
"28","120830212","7.45618765704628","6.36869583510953","1.20585369546493","0.562173863364648","2.33212242096578","1.24463059902903","-5.1240652360805","-6.62655465770202","Unknown"
"29","140323433","6.64514647886849","5.14018762640112","2.04698654038023","0.481012420956573","2.15601306960213","0.651054217134753","-4.48913340926636","-6.71651785295103","Unknown"
"30","100325246","7.52715540893388","6.5090235797139","0.913389943631756","0.0358298252528282","1.65231123851441","0.63417940929443","-5.87484417041947","-7.76050031596837","Unknown"
"31","100507577","7.13937023747868","5.60820767420872","1.64377827526333","0.717753693210716","2.13798262365878","0.606820060388818","-5.0013876138199","-6.93768130434122","Unknown"
"32","80714425","9.62718613711583","10.1300731595634","1.60413961772108","0.0588054866759068","3.88579947791857","4.38868650036618","-5.74138665919726","-7.68049836094351","Unknown"
"33","171206122","8.60787632610296","8.10719971562895","1.18639121569549","0.488973524726508","2.7903195120602","2.28964290158619","-5.81755681404276","-7.1366890385215","Unknown"
"34","140518709","9.06123302283904","8.59795195753892","-0.152427340857888","-0.33161408331","2.6416219239479","2.17834085864778","-6.41961109889114","-7.57108806085139","Unknown"
"35","130623488","7.17294706356908","6.30652374310823","1.34775921793047","-0.0347982989740879","1.56467588605983","0.698252565598978","-5.60827117750926","-7.52227115821745","Unknown"
"36","141004150","7.0862664849825","6.07624579919223","0.976441689378845","-0.0915149811213502","1.69864763821782","0.688626952427551","-5.38761884676468","-7.59060796938085","Unknown"
"37","101024486","7.47205889203187","6.61844724193088","1.30586705660229","0.451479405124862","1.99426830829435","1.14065665819336","-5.47779058373752","-6.87978813174293","Unknown"
"38","110716018","7.83324172317131","6.82073656720131","0.855397996654069","0.242292904982931","1.965084853976","0.952579698006006","-5.86815686919531","-7.46393420548799","Unknown"
"39","110819665","7.52944251120664","6.62356251088224","1.21441993929574","0.788804493044648","2.01175858301933","1.10587858269493","-5.51768392818731","-7.08437858865727","Unknown"
"40","90810659","6.51071898165499","5.84785367983651","2.0975418858818","0.266231696689893","1.48239831405873","0.819533012240258","-5.02832066759626","-7.31665572495503","Unknown"
"41","180622273","7.54611300822395","6.45734228406851","1.13251583491264","0.416806871822944","1.85442125122218","0.765650527066735","-5.69169175700177","-7.20861816765154","Unknown"
"42","160406570","7.55167982274667","7.04410252680474","1.82321331328267","1.22623891707598","2.21989795379628","1.71232065785434","-5.33178186895039","-7.31797231637777","Unknown"
"43","130804023","8.48775707882409","7.51220548129714","-0.0177287669604316","-1.04095860767891","2.70862321213621","1.73307161460926","-5.77913386668788","-7.79955992356357","Unknown"
"44","161020759","6.74624860052318","5.43442749091494","1.3859635706007","0.19228861256812","2.21234477457691","0.900523664968681","-4.53390382594626","-7.26210795895936","Unknown"
"45","120114433","9.20915567974486","8.62150688396561","0.439648429563474","0.195622943586937","2.38161265414544","1.79396385836619","-6.82754302559941","-7.57852769746271","Unknown"
"46","170121067","8.97398959807414","8.21163209226644","0.362482474751174","-0.543633966870957","3.21123163805837","2.44887413225067","-5.76275796001577","-7.49398230014887","Unknown"
"47","170124874","7.11707970903753","5.65066711853006","1.35762997195676","-0.242603971206976","2.06998833573183","0.603575745224362","-5.0470913733057","-7.63022771140304","Unknown"
"48","180614327","9.17285214005109","8.83868598649697","0.964542466079137","0.410439786210347","2.78838136368823","2.45421521013411","-6.38447077636287","-7.6292464218955","Unknown"
"49","141022087","6.71843836733128","5.11540940794463","0.964542466079137","-0.242603971206976","2.67265192284","1.06962296345335","-4.04578644449128","-7.02064742060657","Unknown"
"50","100112418","8.93870667463818","8.73567844455893","1.36248247475117","-0.242603971206976","2.95977187184075","2.7567436417615","-5.97893480279743","-7.95983296351715","Unknown"
"51","121116459","8.88354326265977","8.10397003763764","-0.0798766737092761","-0.229147988357856","2.57508445667517","1.79551123165304","-6.3084588059846","-7.861570979994","Unknown"
"52","110212550","8.87607968989091","7.97436871024938","-1.19382002601611","-1.44369749923271","2.67880553756166","1.77709455792013","-6.19727415232925","-7.9116158139023","Unknown"
"53","161012637","9.90485856761236","10.5686893575156","0.806179973983887","0.493318608232101","3.69298449747963","4.3568152873829","-6.21187407013273","-7.58531070667995","Unknown"
"54","141221897","7.34590870324555","6.11363931894323","1.51205704403734","0.266231696689893","2.21744077582912","0.985171391526795","-5.12846792741643","-7.14704449473366","Unknown"
"55","150602840","7.66445653441772","6.34132396068899","1.02102382203159","-0.140261433802853","2.33778161775853","1.01464904402981","-5.32667491665919","-7.4772298419141","Unknown"
"56","91117080","7.4511265658238","6.64750657480596","2.05562293542647","0.372912002970107","2.01725752770972","1.21363753669188","-5.43386903811408","-7.37377258441131","Unknown"
"57","110517453","9.7534654294738","9.19818784983772","-0.239577516576788","0.257678574869184","2.74865293848507","2.19337535884899","-7.00481249098873","-7.63100691483475","Unknown"
"58","170304003","8.43824877432517","7.57319340982679","-0.795880017344075","-0.501689446210399","1.93651796476583","1.07146260026745","-6.50173080955934","-7.84563689933368","Unknown"
"59","140712973","7.68742701860496","6.70556745958576","1.44963265047007","0.926548224635619","2.39497164721726","1.41311208819806","-5.2924553713877","-6.82405352990445","Unknown"
"60","90304216","10.2094407859818","10.2193349096022","0.449632650470075","-0.0347982989740879","4.16302653185755","4.17292065547802","-6.0464142541242","-6.99152758069728","Unknown"
"61","151026523","7.69313114667606","6.82179284508575","1.80093691857152","0.900476371389257","2.32824276892806","1.45690446733774","-5.364888377748","-7.15805893950313","Unknown"
"62","160625230","7.72734079952073","7.09845216659154","1.63613670805105","1.03346396607741","2.25285206048835","1.62396342755916","-5.47448873903239","-7.44587441848699","Unknown"
"63","100604287","7.5925974190813","6.66085625145865","1.12839926871781","-0.0599818449923368","2.33364654072088","1.40190537309822","-5.25895087836043","-7.37498610044749","Unknown"
"64","140213807","6.60793455228204","5.28545435892893","1.27007296296979","-0.145086977692144","1.93525260996996","0.612772416616854","-4.67268194231208","-7.18415007285807","Unknown"
"65","90922605","8.0877438395958","7.38774695989369","1.722107185681","0.257678574869184","2.74225728639157","2.04226040668945","-5.34548655320424","-6.98834498927522","Unknown"
"66","90513941","9.02404125601125","8.74599853502458","1.07099779699342","0.314709692955174","3.04170053029501","2.76365780930835","-5.98234072571624","-7.52212661983228","Unknown"
"67","130425327","6.8249864698671","5.49098573047725","1.79385322018253","0.0588054866759068","2.44489334019206","1.11089260080222","-4.38009312967504","-6.79884877234474","Unknown"
"68","160325291","7.11012441883354","5.86562631742932","1.63291260707728","-0.242603971206976","2.37959066220923","1.13509256080501","-4.73053375662431","-6.70307168068958","Unknown"
"69","91102607","8.61641827350893","8.14142905977906","0.823213313282668","0.535926741395569","2.88992881904939","2.41493960531951","-5.72648945445954","-6.96980521464325","Unknown"
"70","100926595","6.64474738613404","5.90503565900656","1.50861051042941","-0.242603971206976","1.48815459470021","0.748442867572719","-5.15659279143384","-7.79811149963403","Unknown"
"71","90120627","9.51600009127188","9.03393945916585","0.268577971882843","-0.742321425130815","3.40149135398135","2.91943072187533","-6.11450873729052","-7.68218729184918","Unknown"
"72","141022061","8.37358260093073","7.75568970851594","1.06145247908719","0.488973524726508","2.12192570541828","1.50403281300349","-6.25165689551245","-7.60954181934771","Unknown"
"73","170113420","7.7185618922185","7.25581213897889","1.6915411940154","0.616580530085886","2.02757424099392","1.56482448775432","-5.69098765122457","-7.10179057506025","Unknown"
"74","120827216","8.23420443916654","7.50739302581868","0.703807065274329","0.327767489902729","2.76143465680407","2.03462324345621","-5.47276978236247","-7.03988136729352","Unknown"
"75","100517639","7.47223094578789","5.98925849807747","0.73559889969818","-0.218963061378868","1.93622839167376","0.453255943963333","-5.53600255411413","-6.88773023158273","Unknown"
"76","90802666","7.62979486741143","6.84728877392568","1.43964842956347","0.791830947674836","2.0722432783415","1.28973718485575","-5.55755158906993","-7.16772106878466","Unknown"
"77","110618366","6.8449411534158","5.87516466944818","2.2144278913924","1.05713336724909","2.63995171204725","1.67017522807962","-4.20498944136855","-6.7706509798323","Unknown"
"78","90516137","6.93390373183807","5.98402649363401","2.04373156605028","0.62314587463794","2.14215692491075","1.1922796867067","-4.79174680692732","-6.84172799534792","Unknown"
"79","130320560","6.37424427836348","5.17274482359689","2.53274419014613","0.209246848753374","2.13619465743513","0.934695202668541","-4.23804962092835","-5.92833887655821","Unknown"
"80","120711115","6.8313284624781","5.33748639363473","1.64377827526333","-0.140261433802853","3.1197565572791","1.62591448843573","-3.711571905199","-6.64299950955908","Unknown"
"81","90927422","8.7642087899017","8.13606653986864","-0.290730039024169","-0.636388020107856","2.24504900844447","1.61690675841142","-6.51915978145722","-7.73657698913261","Unknown"
"82","171212434","7.10477248514048","6.21863288901643","1.50516354981041","0.13956426617585","1.80644406686098","0.92030447073692","-5.29832841827951","-7.16873827969718","Unknown"
"83","90606471","8.48830844361082","8.21721185999608","0.90655051910145","0.101059354908116","2.46415826039022","2.19306167677547","-6.0241501832206","-7.05873709068105","Unknown"
"84","130505955","7.97133952341986","7.25667979666991","1.70105827503964","0.903578293663054","2.96578866043389","2.25112893368395","-5.00555086298596","-6.54970469259737","Unknown"
"85","171020813","7.56335788115731","6.6686507820008","1.28330122870355","0.290034611362518","1.85863902227416","0.963931923117644","-5.70471885888315","-7.50091805261167","Unknown"
"86","80717543","8.1480185358505","7.63790448574363","1.56357600277691","0.474944335465388","2.79734365690903","2.28722960680217","-5.35067487894146","-7.11440134009275","Unknown"
"87","100429999","7.9322590515969","7.10967585485378","1.39835673137975","0.818357877958355","2.37703746641638","1.55445426967326","-5.55522158518052","-7.36503932993936","Unknown"
"88","180630335","8.2661766189149","7.59775167436729","1.68927333255958","0.757699625087739","2.73726287182968","2.06883792728207","-5.52891374708522","-7.4431308734594","Unknown"
"89","120107384","7.54436485580312","6.50077455330205","1.36248247475117","-0.844663962534938","2.35941103186775","1.31582072936668","-5.18495382393537","-7.35304762519768","Unknown"
"90","80905570","7.29257106685998","6.20255648059335","1.42527330461063","0.461798557525109","1.90441116208003","0.814396575813412","-5.38815990477994","-7.24967677903516","Unknown"
"91","131204937","8.15324367285101","7.29317598881623","1.47642582705801","0.0236639181977935","2.37025358265521","1.51018589862043","-5.78299009019579","-7.61863218108845","Unknown"
"92","130327350","6.83458570689785","5.1055502427436","1.49461370119694","-0.140261433802853","2.55054728944007","0.821511825285818","-4.28403841745778","-7.09376734737471","Unknown"
