"","Name","Peak_E_over_Flu","E_P_Over_S_Err","t90","t90_err","Peak_E","Peak_E_Err","Fluence","Fluence_Err","Classification.","Redshift"
"33","120326056","6.97492635747345","5.6546580384354","1.07099779699342","0.257678574869184","1.48791742588866","0.786853668008824","-5.48700893158478","-7.31510080353347","Unknown","1.798"
"34","120118709","7.20862542664759","6.35351722703967","1.57777893669522","1.09988772741147","1.63401290124754","0.485360357844368","-5.57461252540004","-7.33086915262667","Unknown","2.943"
"35","111228657","9.56862803976626","13.0483353959532","1.99931327206055","0.324488233307656","4.82721743732772","6.66144749759446","-4.74141060243854","-7.23696154855203","Unknown","0.71627"
"36","110213220","7.07952748521574","6.5981437352452","1.53535742366243","0.214578953570499","2.05137366679018","1.08045980705789","-5.02815381842555","-7.28761129013086","Unknown","1.4607"
"37","110128073","10.3695539662097","9.5956959692063","1.08493357493672","0.696443763138999","4.52336883055425","5.54336491107486","-5.84618513565547","-6.98321728751316","Unknown","2.339"
"38","110106893","7.50357783066788","7.79704106952911","1.55048518369352","0.557747741641468","2.11747248320905","1.17263153299599","-5.38610534745883","-7.25032551011001","Unknown","0.618"
"39","100906576","6.1277786434823","6.46707484166905","2.04373156605028","0.451479405124862","1.49485488575105","0.775383084667276","-4.63292375773125","-7.23714145513368","Unknown","1.727"
"40","100615083","7.21524813259545","6.3503421560579","1.5726044405492","-0.00921730819686218","2.15593391952845","1.01856028710751","-5.059314213067","-7.08620203672945","Unknown","1.398"
"41","100117879","8.88889595656759","7.50274131002602","-0.59176003468815","-0.0788339493622613","2.51483572588928","1.72360744333814","-6.37406023067832","-7.15898484750624","Unknown","0.915"
"42","91208410","6.5105961662569","5.29738093693505","1.09621458534641","0.700530656978592","1.302560355686","0.763477110988785","-5.2080358105709","-6.72033305595154","Unknown","1.0633"
"43","90927422","8.7642087899017","8.44444978401083","-0.290730039024169","-0.636388020107856","2.24504900844447","1.61690675841142","-6.51915978145722","-7.73657698913261","Unknown","1.37"
"44","90510016","9.10015703578408","7.69059991226189","-0.0177287669604316","-0.860120913598763","3.62819912743915","2.64350853895619","-5.47195790834493","-7.39173076813438","Unknown","0.903"
"45","90424592","6.56636051079794","2.97534382772987","1.150572247669","-0.578396073130169","2.23215718848743","0.473309566509775","-4.33420332231051","-7.41350271387596","Unknown","0.544"
"46","90423330","7.94235724501487","5.80920457904416","0.855397996654069","0.382917135087531","1.85426024105891","0.939570516309369","-6.08809700395597","-7.14569395819892","Unknown","8.26"
"47","90113778","7.9573767277182","7.51791404286928","1.24074887801809","0.510276844417355","2.1543262686922","1.48820511750837","-5.803050459026","-7.31605286924849","Unknown","1.7493"
"48","81222204","7.17503434896471","6.99701372598709","1.27600198996205","0.365113431627577","2.25010661167083","0.910726937501517","-4.92492773729388","-7.01930140448651","Unknown","2.77"
"49","81221681","6.46143113445128","6.50751512057004","1.47271257897202","-0.387216143280265","1.93908768899821","0.123044344207172","-4.52234344545307","-7.06107518899852","Unknown","2.26"
"50","80916406","6.61892833628158","4.85356811154329","1.66592791280266","0.855700830835437","1.51161829365623","0.807781667052013","-5.10731004262535","-7.08746974098123","Unknown","0.6887"
"51","80905705","7.79766588511089","7.69104778556028","2.02524030643275","0.832636627596703","2.26145439206673","1.71211298276285","-5.53621149304416","-7.43954337774897","Unknown","2.3739"
